ID WHO city,Region,iso3,Country,City,Location,lon,lat,pm10,Year,Number and type of monitoring stations,note on converted PM10,pm25,note on converted PM2.5,Temporal coverage,for air quality
1395,Eur HI,ISR,Israel,Ashdod,"Ashdod, Israel",34.655314,31.804381,48,2014,"4 stations, General/population",converted from PM2.5,21,measured data,PM10: NA; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
402,Wpr LMI,CHN,China,Changzhou,"Changzhou, China",119.974062,31.811226,99,2014,"6 stations, NA",converted from PM2.5,65,measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
1406,Eur HI,ISR,Israel,Gedera,"Gedera, Israel",34.7770192,31.8123014,49,2014,"1 station, General/population",converted from PM2.5,21,measured data,PM10: NA; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
430,Wpr LMI,CHN,China,Hefei,"Hefei, China",117.227219,31.820592,115,2014,"10 stations, NA",measured data,79,measured data,PM10: NA; PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China"
1423,Eur HI,ISR,Israel,Nir Galim,"Nir Galim, Israel",34.68254,31.82552,44,2014,0,measured data,19,converted from PM10,PM10: >75%; PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
426,Wpr LMI,CHN,China,Haimen,"Haimen, China",121.181615,31.871173,77,2014,"2 stations, NA",converted from PM2.5,51,measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
579,Wpr LMI,CHN,China,Zhangjiagang,"Zhangjiagang, China",120.556005,31.875572,91,2014,"2 stations, NA",converted from PM2.5,60,measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
1434,Eur HI,ISR,Israel,Yavne,"Yavne, Israel",34.739449,31.877958,42,2014,0,measured data,18,converted from PM10,PM10: >75%; PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1429,Eur HI,ISR,Israel,Rehovot,"Rehovot, Israel",34.811272,31.892773,41,2014,0,measured data,18,converted from PM10,PM10: >75%; PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
443,Wpr LMI,CHN,China,Jiangyin,"Jiangyin, China",120.284939,31.920658,102,2014,"3 stations, NA",converted from PM2.5,68,measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
460,Wpr LMI,CHN,China,Jurong,"Jurong, China",119.168695,31.944999,97,2014,"2 stations, NA",converted from PM2.5,65,measured data,PM10: NA; PM2.5:<75%,China National Environmental Monitoring Center
1695,Emr LMI,JOR,Jordan,Amman,"Amman, Jordan",35.9456951,31.9565783,68,2015,"1 station, commercial",measured data,36,measured data,PM10: >75%; PM2.5:NA,"Ministry of Environment, Environmental Monitoring and Assessment Directorate"
496,Wpr LMI,CHN,China,Nantong,"Nantong, China",120.894291,31.980172,90,2014,"5 stations, NA",converted from PM2.5,60,measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
1412,Eur HI,ISR,Israel,Holon (Tel Aviv),"Holon (Tel Aviv), Israel",34.787384,32.015833,42,2014,"1 station, General/population",converted from PM2.5,18,measured data,PM10: NA; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
494,Wpr LMI,CHN,China,Nanjing,"Nanjing, China",118.796877,32.060255,137,2014,"9 stations, NA",measured data,72,measured data,PM10: NA; PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China"
1428,Eur HI,ISR,Israel,Ramat Gan,"Ramat Gan, Israel",34.824785,32.068424,45,2014,"1 station, General/population",measured data,23,measured data,PM10: >75%; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1407,Eur HI,ISR,Israel,Givataim (Tel Aviv),"Givataim (Tel Aviv), Israel",34.808871,32.072176,49,2014,0,measured data,21,converted from PM10,PM10: >75%; PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1694,Emr LMI,JOR,Jordan,Al-Zarqa',"Al-Zarqa', Jordan",36.1058544,32.080953,128,2015,0,measured data,41,converted from PM10,PM10: >75%; PM2.5:NA,"Ministry of Environment, Environmental Monitoring and Assessment Directorate"
1426,Eur HI,ISR,Israel,Petah Tikva,"Petah Tikva, Israel",34.887762,32.084041,57,2014,0,measured data,24,converted from PM10,PM10: >75%; PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1401,Eur HI,ISR,Israel,Bnei Brak,"Bnei Brak, Israel",34.835226,32.084932,53,2014,"2 stations, Transportation",converted from PM2.5,23,measured data,PM10: NA; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1432,Eur HI,ISR,Israel,Tel Aviv-Yafo,"Tel Aviv-Yafo, Israel",34.7817676,32.0852999,48,2014,"4 stations, Transportation",measured data,20,measured data,PM10: >75%; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1409,Eur HI,ISR,Israel,Gvar'am,"Gvar'am, Israel",34.8814053,32.1474176,40,2014,"1 station, General/population",converted from PM2.5,17,measured data,PM10: NA; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
587,Wpr LMI,CHN,China,Zhenjiang,"Zhenjiang, China",119.425836,32.187849,99,2014,"4 stations, NA",converted from PM2.5,66,measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
2950,Amr HI,USA,United States of America,"Tucson, AZ","Tucson, AZ, United States of America",-110.926479,32.2217429,11,2014,"2 stations, NA",converted from PM2.5,6,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2761,Amr HI,USA,United States of America,"Jackson, MS","Jackson, MS, United States of America",-90.1848103,32.2987573,18,2014,"2 stations, NA",converted from PM2.5,10,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1767,Emr LMI,MAR,Morocco,Safi,"Safi, Morocco",-9.2272033,32.3008151,21,2011,0,measured data,7,converted from PM10,PM10: >75%; PM2.5:NA,"Direction de l'Epidémiologie et de la Lutte contre les Maladies, Ministère de la Santé"
1435,Eur HI,ISR,Israel,Zemer,"Zemer, Israel",35.034651,32.365684,39,2014,"1 station, General/population",converted from PM2.5,17,measured data,PM10: NA; PM2.5:<75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
2823,Amr HI,USA,United States of America,"Montgomery, AL","Montgomery, AL, United States of America",-86.2999689,32.3668052,17,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
565,Wpr LMI,CHN,China,Yangzhou,"Yangzhou, China",119.412947,32.394213,97,2014,"4 stations, NA",converted from PM2.5,65,measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
1410,Eur HI,ISR,Israel,Hadera,"Hadera, Israel",34.9196518,32.4340458,46,2014,"2 stations, General/population",measured data,17,measured data,PM10: <75 % but annually representative; PM2.5:<75 % but annually representative,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
2676,Amr HI,USA,United States of America,"Columbus, GA-AL","Columbus, GA-AL, United States of America",-84.9877094,32.4609764,19,2014,"4 stations, NA",converted from PM2.5,10,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1425,Eur HI,ISR,Israel,Pardes Hana,"Pardes Hana, Israel",34.972318,32.478418,49,2014,"2 stations, General/population",converted from PM2.5,21,measured data,PM10: NA; PM2.5:<75 % but annually representative,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1433,Eur HI,ISR,Israel,Umm al-Fahm,"Umm al-Fahm, Israel",35.148529,32.517127,45,2014,"1 station, General/population",converted from PM2.5,19,measured data,PM10: NA; PM2.5:<75 % but annually representative,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1403,Eur HI,ISR,Israel,Ceasaria,"Ceasaria, Israel",34.904544,32.519016,39,2014,0,measured data,17,converted from PM10,PM10: >75%; PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
2808,Amr HI,USA,United States of America,"Marshall, TX","Marshall, TX, United States of America",-94.3674184,32.5448714,16,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1696,Emr LMI,JOR,Jordan,Irbid,"Irbid, Jordan",35.8571532,32.5454418,69,2015,"1 station, residential/commercial",measured data,23,measured data,PM10: >75%; PM2.5:NA,"Ministry of Environment, Environmental Monitoring and Assessment Directorate"
1392,Eur HI,ISR,Israel,Afula,"Afula, Israel",35.287922,32.610493,45,2014,"1 station, General/population",measured data,21,measured data,PM10: >75%; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
2958,Amr HI,USA,United States of America,"Warner Robins, GA","Warner Robins, GA, United States of America",-83.624201,32.6130007,17,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1364,Emr LMI,IRN,Iran (Islamic Republic of),Isfahan,"Isfahan, Iran (Islamic Republic of)",51.6679826,32.6546275,111,2012,0,measured data,46,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
2975,Amr HI,USA,United States of America,"Yuma, AZ","Yuma, AZ, United States of America",-114.6276916,32.6926512,11,2014,"1 station, NA",converted from PM2.5,6,measured data,PM10: NA; PM2.5:>75%,Environmental Protection Agency (EPA)
1420,Eur HI,ISR,Israel,Kiryat Tivon,"Kiryat Tivon, Israel",35.127483,32.716221,36,2014,"1 station, General/population",converted from PM2.5,16,measured data,PM10: NA; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1284,Sear,IND,India,Jammu,"Jammu, India",74.8570259,32.7266016,119,2012,0,measured data,64,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Open Government Data (OGD) Plateform India
2686,Amr HI,USA,United States of America,"Dallas-Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX, United States of America",-97.026241,32.743344,18,2014,"5 stations, NA",converted from PM2.5,10,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1422,Eur HI,ISR,Israel,Nesher,"Nesher, Israel",35.049191,32.7649,35,2014,"1 station, General/population",measured data,12,measured data,PM10: >75%; PM2.5:<75 % but annually representative,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
2702,Amr HI,USA,United States of America,"El Centro, CA","El Centro, CA, United States of America",-115.5630514,32.792,19,2014,"3 stations, NA",converted from PM2.5,10,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1411,Eur HI,ISR,Israel,Haifa,"Haifa, Israel",34.989571,32.7940463,35,2014,"4 stations, General/population",measured data,18,measured data,PM10: >75%; PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1417,Eur HI,ISR,Israel,Kiryat Ata,"Kiryat Ata, Israel",35.119773,32.809144,32,2014,"2 stations, General/population",measured data,16,measured data,PM10: <75 % but annually representative; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1418,Eur HI,ISR,Israel,Kiryat Bialik,"Kiryat Bialik, Israel",35.088407,32.832154,32,2014,"1 station, General/population",converted from PM2.5,14,measured data,PM10: NA; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
2802,Amr HI,USA,United States of America,"Macon, GA","Macon, GA, United States of America",-83.6324022,32.8406946,18,2014,"2 stations, NA",converted from PM2.5,10,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2660,Amr HI,USA,United States of America,"Charleston-North Charleston, SC","Charleston-North Charleston, SC, United States of America",-79.9748103,32.8546197,16,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2730,Amr HI,USA,United States of America,"Gordon,Wilkinson,GA","Gordon,Wilkinson,GA, United States of America",-83.3323848,32.8820866,20,2014,"1 station, NA",converted from PM2.5,11,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
420,Wpr LMI,CHN,China,Fuyang,"Fuyang, China",115.814205,32.890124,90,2014,"2 stations, NA",converted from PM2.5,60,measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
1416,Eur HI,ISR,Israel,Kfar Masarik,"Kfar Masarik, Israel",35.098414,32.891218,50,2014,"1 station, General/population",converted from PM2.5,22,measured data,PM10: NA; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
2913,Amr HI,USA,United States of America,"Sandersville,Washington,GA","Sandersville,Washington,GA, United States of America",-82.810138,32.9815431,18,2014,"1 station, NA",converted from PM2.5,10,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2684,Amr HI,USA,United States of America,"Crossett,Ashley,AR","Crossett,Ashley,AR, United States of America",-91.9612427,33.1281779,16,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2909,Amr HI,USA,United States of America,"San Diego-Carlsbad-San Marcos, CA","San Diego-Carlsbad-San Marcos, CA, United States of America",-117.212511,33.1330602,15,2014,"6 stations, NA",converted from PM2.5,8,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2940,Amr HI,USA,United States of America,"Talladega-Sylacauga, AL","Talladega-Sylacauga, AL, United States of America",-86.2516406,33.1731716,17,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2703,Amr HI,USA,United States of America,"El Dorado, AR","El Dorado, AR, United States of America",-92.6662674,33.20763,16,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2952,Amr HI,USA,United States of America,"Tuscaloosa, AL","Tuscaloosa, AL, United States of America",-87.5691735,33.2098407,17,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2617,Amr HI,USA,United States of America,"Ashland, AL","Ashland, AL, United States of America",-85.8360741,33.2737256,16,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2979,Emr LMI,IRQ,Iraq,Baghdad,"Baghdad, Iraq",44.3614875,33.3128057,208,2015,0,measured data,67,converted from PM10,PM10: NA; PM2.5:NA,Iraqi National ambient air quality standard
562,Wpr LMI,CHN,China,Yancheng,"Yancheng, China",120.16366,33.347316,86,2014,"4 stations, NA",converted from PM2.5,57,measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
2635,Amr HI,USA,United States of America,"Birmingham-Hoover, AL","Birmingham-Hoover, AL, United States of America",-86.8050992,33.400235,20,2014,"4 stations, NA",converted from PM2.5,11,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2944,Amr HI,USA,United States of America,"Texarkana, TX-Texarkana, AR","Texarkana, TX-Texarkana, AR, United States of America",-94.0740852,33.4126096,17,2014,"1 station, NA",converted from PM2.5,10,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2623,Amr HI,USA,United States of America,"Augusta-Richmond County, GA-SC","Augusta-Richmond County, GA-SC, United States of America",-82.0105148,33.4734978,17,2014,"2 stations, NA",converted from PM2.5,10,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2068,Wpr HI,KOR,Republic of Korea,Jeju,"Jeju, Republic of Korea",126.5311884,33.4996213,47,2014,0,measured data,26,converted from PM10,PM10: >75%; PM2.5:NA,Ministry of Environment
1715,Emr LMI,LBN,Lebanon,Saida,"Saida, Lebanon",35.3687268,33.5626094,37,2014,"1 station, Urban background",measured data,30,measured data,PM10: >75%; PM2.5:>75%,"Ministry of Environment, Air Quality Dept, through Environmental Resources Monitoring in Lebanon Project, United Nations Development Programme (UNDP)"
1763,Emr LMI,MAR,Morocco,Casablanca,"Casablanca, Morocco",-7.5898434,33.5731104,61,2013,0,measured data,19,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,"Direction de l'Epidémiologie et de la Lutte contre les Maladies, Ministère de la Santé"
1678,Wpr HI,JPN,Japan,Fukuoka city,"Fukuoka city, Japan",130.4017155,33.5903547,34,2012,"4 stations, sub-urban",converted from PM2.5,19,measured data,PM10: NA; PM2.5:>75%,Status of Air Pollution
1877,Emr LMI,PAK,Pakistan,Rawalpindi,"Rawalpindi, Pakistan",73.0441352,33.598394,448,2010,"1 station, 1 station: residential",measured data,107,measured data,PM10: NA; PM2.5:<75%,"Alam K, et al. Aerosol size distribution and mass concentration measurements in various cities of Pakistan, J. Environ. Monit., 2011, 13, 1944"
437,Wpr LMI,CHN,China,Huai'an,"Huai'an, China",119.015288,33.61036,98,2014,"5 stations, NA",converted from PM2.5,65,measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
1617,Eur HI,ITA,Italy,SAN DONA' DI PIAVE,"SAN DONA' DI PIAVE, Italy",45.6331579,12.5335564,39,2013,"1 station, background, urban",converted from PM2.5,26,measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2876,Amr HI,USA,United States of America,"Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ, United States of America",-111.8835441,33.678899,16,2014,"12 stations, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1873,Emr LMI,PAK,Pakistan,Islamabad,"Islamabad, Pakistan",73.0931461,33.7293882,217,2011,"1 station, NA",converted from PM2.5,66,measured data,PM10: NA; PM2.5:NA,"Measurements and analysis of air quality in Islamabad, Pakistan"
2798,Amr HI,USA,United States of America,"Los Angeles-Long Beach-Santa Ana, CA","Los Angeles-Long Beach-Santa Ana, CA, United States of America",-118.1313896,33.758846,20,2014,"9 stations, NA",converted from PM2.5,11,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
504,Wpr LMI,CHN,China,Pingdingshan,"Pingdingshan, China",113.192661,33.76617,105,2014,"4 stations, NA",converted from PM2.5,70,measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
2963,Amr HI,USA,United States of America,"Wenden, AZ","Wenden, AZ, United States of America",-113.5415936,33.8225302,4,2014,"1 station, NA",converted from PM2.5,2,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2661,Amr HI,USA,United States of America,"Charlotte-Gastonia-Concord, NC-SC","Charlotte-Gastonia-Concord, NC-SC, United States of America",-81.1637245,33.836081,16,2014,"4 stations, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1716,Emr LMI,LBN,Lebanon,Zahle,"Zahle, Lebanon",35.9019519,33.8462558,40,2014,"1 station, Urban background",measured data,33,measured data,PM10: <75 % but annually representative; PM2.5:<75 % but annually representative,"Ministry of Environment, Air Quality Dept, through Environmental Resources Monitoring in Lebanon Project, United Nations Development Programme (UNDP)"
1766,Emr LMI,MAR,Morocco,Meknes,"Meknes, Morocco",-5.5407299,33.8730164,47,2009,"1 station, urban",measured data,29,measured data,PM10: >75%; PM2.5:>75%,"Bouh et al (2013), J. Mater. Environ. Sci 4(1) 49-62"
2621,Amr HI,USA,United States of America,"Atlanta-Sandy Springs-Marietta, GA","Atlanta-Sandy Springs-Marietta, GA, United States of America",-84.4642696,33.888116,19,2014,"5 stations, NA",converted from PM2.5,10,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1714,Emr LMI,LBN,Lebanon,Beirut,"Beirut, Lebanon",35.4954794,33.8886289,41,2014,"2 stations, NA",measured data,32,measured data,PM10: >75%; PM2.5:>75%,"Nakhlé et al (2015), Multidisciplinary Respiratory Medicinem 10:21."
2620,Amr HI,USA,United States of America,"Athens-Clarke County, GA","Athens-Clarke County, GA, United States of America",-83.357567,33.9519347,19,2014,"1 station, NA",converted from PM2.5,10,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
529,Wpr LMI,CHN,China,Suqian,"Suqian, China",118.275198,33.963232,102,2014,"4 stations, NA",converted from PM2.5,68,measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
2674,Amr HI,USA,United States of America,"Columbia, SC","Columbia, SC, United States of America",-81.0348144,34.0007104,17,2014,"2 stations, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1713,Emr LMI,LBN,Lebanon,Baalbak,"Baalbak, Lebanon",36.21104,34.0046889,34,2014,"1 station, Rural background",measured data,26,measured data,PM10: >75%; PM2.5:>75%,"Ministry of Environment, Air Quality Dept, through Environmental Resources Monitoring in Lebanon Project, United Nations Development Programme (UNDP)"
1876,Emr LMI,PAK,Pakistan,Peshawar,"Peshawar, Pakistan",71.5804899,34.0149748,540,2010,"1 station, 1 station: N/A",measured data,111,measured data,PM10: NA; PM2.5:<75%,"Alam K, et al. Aerosol size distribution and mass concentration measurements in various cities of Pakistan, J. Environ. Monit., 2011, 13, 1944"
1764,Emr LMI,MAR,Morocco,Fès,"Fès, Morocco",-5.0078451,34.0181246,40,2013,0,measured data,13,converted from PM10,PM10: >75%; PM2.5:NA,"Direction de l'Epidémiologie et de la Lutte contre les Maladies, Ministère de la Santé"
1768,Emr LMI,MAR,Morocco,Salé,"Salé, Morocco",-6.7708138,34.0336969,31,2011,0,measured data,10,converted from PM10,PM10: >75%; PM2.5:NA,"Direction de l'Epidémiologie et de la Lutte contre les Maladies, Ministère de la Santé"
2897,Amr HI,USA,United States of America,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA, United States of America",-117.6508876,34.0633443,20,2014,"7 stations, NA",converted from PM2.5,11,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1360,Emr LMI,IRN,Iran (Islamic Republic of),Arak,"Arak, Iran (Islamic Republic of)",49.7013486,34.0953553,18,2011,0,measured data,7,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
2871,Amr HI,USA,United States of America,"Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA, United States of America",-119.0451827,34.1598165,16,2014,"5 stations, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2719,Amr HI,USA,United States of America,"Florence, SC","Florence, SC, United States of America",-79.7625625,34.1954331,17,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
560,Wpr LMI,CHN,China,Xuzhou,"Xuzhou, China",117.284124,34.205768,100,2014,"7 stations, NA",converted from PM2.5,66,measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
2967,Amr HI,USA,United States of America,"Wilmington, NC","Wilmington, NC, United States of America",-77.9447102,34.2257255,12,2014,"1 station, NA",converted from PM2.5,7,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2726,Amr HI,USA,United States of America,"Gainesville, GA","Gainesville, GA, United States of America",-83.8240663,34.2978794,16,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1366,Emr LMI,IRN,Iran (Islamic Republic of),Kermanshah,"Kermanshah, Iran (Islamic Republic of)",47.0536816,34.3137505,130,2011,0,measured data,53,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
557,Wpr LMI,CHN,China,Xianyang,"Xianyang, China",108.708991,34.329605,98,2014,"4 stations, NA",converted from PM2.5,65,measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
389,Wpr LMI,CHN,China,Baoji,"Baoji, China",107.237743,34.363184,98,2014,"8 stations, NA",converted from PM2.5,65,measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
2915,Amr HI,USA,United States of America,"Santa Barbara-Santa Maria-Goleta, CA","Santa Barbara-Santa Maria-Goleta, CA, United States of America",-119.7772547,34.4652126,15,2014,"3 stations, NA",converted from PM2.5,8,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
547,Wpr LMI,CHN,China,Weinan,"Weinan, China",109.509786,34.499995,102,2014,"4 stations, NA",converted from PM2.5,68,measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
2938,Amr HI,USA,United States of America,"Stuttgart,Arkansas,AR","Stuttgart,Arkansas,AR, United States of America",-91.5526281,34.5003748,17,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2755,Amr HI,USA,United States of America,"Hot Springs, AR","Hot Springs, AR, United States of America",-93.0551795,34.5037004,17,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1,Emr LMI,AFG,Afghanistan,Kabul,"Kabul, Afghanistan",69.207486,34.5553494,260,2009,"1 station, 1 station: urban",measured data,86,measured data,PM10: <75%; PM2.5:<75%,"Magnusson et al., Broad Exposure Screening of Air Pollutants in the Occupational Environment of Swedish Soldiers Deployed in Afghanistan; MILITARY MEDICINE, 177, 3:318, 2012"
